,Comment,Label
1774,"tui đi xem phim có 2 kiểu cảm giác, 1 là mong phim hết nhanh, 2 là sợ phim hết. và phim này thuộc kiểu th 2. dù t ko thích marvel cho lắm, nhưng yêu người nhện. Ban đầu bảo thủ ko muốn mở rộng lắm mấy bản ng nhện khác. phải mất 1 năm 1 mới thử xem phim này nhưng sau khi xem thấy kiểu tiếc vì sao mik lại baot thủ như v luôn. Phim quá là perfect với tui, đồ họa nhất nhất nhất từ trc tới h tui dc xem. và phần 2 này tui cho lên x10.",positive
1775,Mình vào rạp mà k hề biết đây chỉ là phần 1 cho chương kế tiếp của miles. Lúc thấy cảnh cuối và chợt nhận ra phải âu shiet nó sắp hết và mình sẽ phải đợi có khi 4 5 năm cho phần tiếp thật là vcl quá đi. May là năm sau có tiếp r 🔥🔥🔥,neutral
1776,Gwen Stacy. Hội simp Gwen thả nhẹ 1 like nào :)),neutral
1777,"Thật sự là cái trải nghiệm của phim này nó đánh bay trải nghiệm của mình hồi NWH luôn. 1 bộ phim với cái trải nghiệm chx từng có. Mà chả bt có phải trùng hợp ko, tối t2 tuần trc đi coi Fast X bị bỏ ngỏ, coi xong phim này hôm kia lại bị bỏ ngỏ tiếp =)))",positive
1778,Hiệu ứng  ;Bánh vòng ; =)),neutral
1779,Ai nói kết phim mở khi chưa kết thúc vấn đề là điểm trừ thì chắc chắn lộ ra chưa xem Lord of the Rings :)),neutral
1780,Công nhận là vừa xem vừa sợ phim hết vì thật sự với mình là nó rất rất hay. Kiểu vừa choáng ngợp về mặt hình ảnh vừa nổi da gà với cách hình ảnh kết hợp để kể chuyện nhất là mấy cái background của Gwen. Xem phần một xong đã thấy phê rồi nên kì vọng cho phần này siêu cao mà đến khi xem xong kiểu cảm giác lâng lâng vì phim hay quá,positive
1782,"Phim này tiệm cận hoàn hảo rồi nên chỉ hi vọng part sau chỉ cần hay như này thôi là đủ rồi <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",positive
1783,Một trong những minh chứng cho thấy phim da màu không đồng nghĩa khiến phim bay màu.,neutral
1784,"Mình vừa đi xem lại ở định dạng IMAX. Đối với một người làm đồ hoạ như mình thì chưa tính tới nội dung, trải nghiệm nghe nhìn trong phần phim lần này là hoàn hảo. Và càng xem thì càng ngấm cái sự đẹp đẽ trong từng khung hình, những chi tiết dù nhỏ nhất đều có một vai trò gì đó. Thực sự “Visual experience” mà phim mang lại đáng giá gấp nhiều lần giá vé bỏ ra. Thực sự đáng giá!!!",positive
1785,"Nhìn suất chiếu bị bóp mà đau đớn lòng, chỗ tui hạ long còn k có imax nữa chứ 😭 phim quá đỉnh nhưng rạp không đáp ứng được yêu cầu về chất lượng nên thấy phí tiềm năng của phim quá. Chưa kể lắm trẻ con nữa, trừ khi chọn giờ đêm còn k thì toàn trẻ con vào xem mất tập trung thật sự 😢",neutral
1786,Có lý do để ra rạp rồi,positive
1787,Mới vừa xem lun ko thể chờ phần tiếp dc 🤣🤣,positive
1788,"Anh Nhân review có khác, là người chưa được xem phim như mình nên rất sợ review nhưng spoil một chi tiết nào đó.",neutral
1789,"Cuối cùng... một bộ siêu anh hùng cho tôi thoả mãn nội dung cho đến hình ảnh, thay vì bội thực Cameo rồi ngồi ngáp cả tiếng đồng hồ.",positive
1790,"với 1 người từng xem thì mik sẽ spoil 1 tí về khúc cuối: thì miles sẽ bị ông chú của mik từ phần 1 và bị bắt lại, rồi sẽ gặp chính mik ở tương lai từ đó tạo ra kết thúc mở",neutral
1791,Tôi vẫn cay là k săn được cốc hologram người nhện. Ra mua rõ sớm mà vẫn hết,neutral
1792,"Kiểu gì năm sau cũng ăn đc tượng vàng oscar, chắc chắn luôn❤",positive
1793,Tôi đã hy vọng có hunt zobies spiderman trong what if,neutral
1794,"đỉnh của đỉnh, chắc chắn sẽ đoạt oscar. thề kbt chê ở điiểm nào luôn ấy",positive
1795,Tim thứ 90 và video hay wá~~~,neutral
1796,"Vừa xem hôm thứ 7, vẫn muốn đi xem tiếp nhưng rạp phim xa nhà quá :(",neutral
1798,thứ năm mới đc đi xem :((((,neutral
1803,"Vắt sữa kinh vl, sửa xe ở gara đấm nhau solo thắng tội phạm thế giới với sếp đặc công đc quân đội huấn luyện 😂😂",negative
1804,hành trình từ phim đua xe đường phố tới phim viễn tưởng - siêu anh hùng haha,neutral
1805,phim rất hay,positive
1806,Phim này chỉ nên xem 4 phần đầu.hoặc thêm phần 5.còn lại những phần tiếp theo ảo má quá.nhiều khi tưởng đoàn phim bắt tay với Maver để nâng cấp những nhân vật đó lên siêu anh hùng,negative
1807,Tưởng ông han chết ở phần Tokyo mà nhỉ,neutral
1808,"Sao cứ thih phần 9 hơn nhỉ đag lẽ phần 10 phải chiếu tiếp p 9 chưa ,sao chứ mê ah hói kia hơn",neutral
1811,Hồi sinh đủ hết :))),neutral
1812,tui xem tới phần 7 là stop r,neutral
1813,"Fast And Furious từ phần 5 trở xuống Đua xe, gia đình, tình bạn :))   Từ phần 6 trở lên hầu như :)) nó khá là ảo và kh còn cảm giác xem fast furious nữa Tuy nhiên vẫn rất hay Theo mình thì cảnh hành động phần 7 là hay nhất. Và các phần 9 lợi dụng kỹ xảo khá là nhiều. fast and furious phần 6 trở lên :)) Vẫn là đua xe nhưng mà xe bay :)) xe biến thành máy bay :)) Và xe phóng từ đỉnh đến xuống núi mà 2 người vẫn nguyên vẹn hài thật :))  Phim thì vẫn hay trải nghiệm trong rạp vẫn đáng vì sự hồi hộp, plot twist Tuy nhiên nó không còn giống Fast And Furious thực sự nữa :)) như hồi đầu Cảm giác tôi đang xem superhero :)) từ những tay đua khét tiếng thành những phi công, siêu nhân hảo hạng cứu trái đất còn ghê hơn Marvel   Vin dầu nhớt auto 😂 bất tử :)) nguyên vẹn không 1 cái thẹo :))",neutral
1814,cái phim này có ai chết hẳn ko vậy,neutral
1815,2 vợ chồng Han tưởng chết cuối cùng lại hồi sinh,neutral
1816,"cá nhân tôi thích nhất phần 3. hình ảnh, nhạc phim và cảnh quay đều rất tuyệt vời.",positive
1817,Mình nhớ phần nào đấy ở đoạn kết thì neymar xuất hiện thì phải🎉,neutral
1818,"Phim hay nhưng vắt sữa đến giọt cuối cùng, càng ngày càng ảo",negative
1819,Từ cảnh văng khỏi xe thì tui luôn tin là chị đại DC còn sống..,neutral
1820,mình không cam tâm phần 10 này vì Jake (em trai của Dom) chết,neutral
1821,p1.p2.p3 đúng kiểu underground xe độ các kiểu. đua đường phố đúng chất,positive
1822,Nếu nối luôn phần prelude vô là hay luôn,positive
1823,Xem tới phần 10 vẫn không hiểu có phần 3 để làm gì 😂,neutral
1824,"từ nhưng kẻ trộm , chúng tôi thành anh hùng giải cứu thế giới :)) chuẩn bị cứu cả vũ trụ nữa là đẹp",negative
1825,"chẳng hiểu sao từ một phim đua xe lại thành phim gia đình siêu nhân,giờ đây xem chẳng còn quan tâm phim làm cái gì nữa,t chỉ xem xe-thứ còn tồn tại duy nhất của những điều mang t đến với fast and furious",negative
1826,Bộ hồi nhỏ đứa con nít nào cũng trắng rồi lớn lên mới phát triển sắc tố hả ta,neutral
1827,tất tần tật về cô dâu 8 tuổi đi ạ,neutral
1828,Sau tất cả: éo ai chết cả😂 cứ vài phần lại xuất hiện lại,neutral
1829,"phần 9 dìm ông Sean quá,từ một Drift king anh trở thành nhà chế tạo nghiệp dư cùng đám bạn chế ra quả xe gắn động cơ tên lửa.Sau đó ném nó ra vũ trụ.Như kiểu làm đề tài nghiên cứu để xin việc ở NASA,mà chắc cx do đám của Sean vẫn chỉ là học sinh cấp 3 ở phần tokyo drift và chịu quản lý của bố mẹ nên chắc bỏ đua xe rồi😢",negative
1830,phần 11 giờ ra vũ trụ thay vì đua xe giờ đua tên lửa cũng nên =000,neutral
1831,Phần 10 thấy vẫn ảo ma như phần 9 vs lại kết mở nên vẫn vắt sữa thôi =)),negative
1832,Có ai như mình thấy phần 8 hay nhất không ạ???  F9 thì ngoài flashback/giới thiệu thằng em trai Dom (ironic 🙂) và sự trở lại mang tính fan service của Han Lue thì mình chẳng muốn xem lại lần thứ 2 :-( Nghe review/xem spoiler và tình hình box office của FX mà ngại xem tiếp quá,negative
1835,vãi lại xào lại video kiếm view à :)) cá nhân tôi thấy vid này không cần có,negative
1836,Làm về phim mới của jenifer lawr đi ad ôi thấy hot quá mà ko ai làm ạ,neutral
1838,vcl toàn chết đi sống lại như game :)),neutral
1839,xem mà nhớ paul ghê 😢,neutral
1840,"Lái xe đạp côn bay ra cả ngoài không gian, cái gì cũng nên hiểu cái giá trị chứ đừng càng ngày phim càng như 7 viên ngọc rồng phần 11 dám chừng dom chưởng được luôn",negative
1841,"p3 vẫn là đỉnh nhất, coi phê nhất :))) mấy phần sau là marvel universe rồi",positive
1842,Tokyo Drift vẫn là phần hay nhất theo quan điểmm của mình,positive
1843,Mấy phần sắp tới khéo mấy anh gia nhập biệt đội siêu anh hùng marvel :v,negative
1844,"phê phim ơi. anh chị review Road To Perdition được ko ạ, em mê phim nào quá",neutral
1845,"Tin tôi đi, ở các phần sau (nếu có), đến cả ông bố lẫn tổ tiên cụ kị nhà Dom sẽ lần lượt xuất hiện hết. Vì trong FnF, chỉ cần có sức mạnh gia đình là không ai có thể chết cả.",neutral
1846,"Tính ra là hễ có phần mới là ngoài clip review ra thì sẽ làm 1 clip tóm tắt tất tần tật về F&amp;F, 1 năm trước thì tóm tắt 61p năm nay thì 59p, năm sau chắc còn 57p :)))",neutral
1847,nhiều cái ảo quá thành nhàn mất hay,negative
1848,Từ đua xe thành khoa học viễn tưởng cmnr =)),negative
1849,Chúng ta đều đồng ý vs nhau rằng là ko nhân vật chính nào trong phim đc coi là chết cả chỉ là chưa đc nhà làm phim cho quay lại đống phim thôi:),neutral
1850,"Dừng ở phần 5 là hay, phần 6 bắt đầu xàm l",negative
1851,Chừng ra p11 thì lại làm video gần 1 tiếng khác hả :)))),neutral
1853,black adam wonder woman caption marvel groot hợp sức đánh bại  aqua man :)),neutral
1854,Ngoài thi trượt tập thể môn Vật Lí ra thì gia đình đua xe còn thi trượt môn Sinh khi bố mẹ da trắng đẻ con mới đầu là da trắng nhưng lớn lên thì thành da đen tóc xoăn. Kẻ chết thì rình rình hồi sinh. Quá là ảo diệu!,negative
1855,"Han hẹo ở phần 3, nhưng sống ở phần 4?",negative
1856,Mình thích nhất 3 phần đầu với cái vibe đua xe underground ngầu lòi. Xem mấy phần sau ko cảm nhận đc cái ko khí ấy nữa.,negative
1857,clip nào củaMinh Phương với Linh cũng siêu đỉnh,negative
1858,Chết nhưng không thấy xác :)),neutral
1859,Khi nào ra p11 là ghép vào clip này tiếp à,neutral
1860,Vl vừa xem hết 1 tiếng cái cũ xong….,neutral
1863,"Điện ảnh Việt Nam chả ra cái gì chả có cai gì thuộc loại hạng bét mà lại sinh ra một đống chuyên gia phét phim hay nhỉ, ko chỉ thích phê phán chấm điểm phim ảnh mà còn kinh tế quân sự xã hội người ta, trong khi ko nhìn lại mình chả ra cái gì toàn người kém cỏi",negative
1864,fast 9 là hậu truyện hay nhất,positive
1865,"loạt phim này dừng ở phần 5 là đẹp cả đôi đường... về sau giống như bị  ;vắt sữa ; quá đà, các nhân vật trong phim đc bơm siêu năng lực còn hơn cả các siu anh hùng của Mácvồ.",negative
1867,mọi người đã trở lại rồi chỉ còn mình anh là ko thể nào có thể trở lại đc mà thôi😢😢,neutral
1869,"Với mình thì Fast 5 vẫn là hay nhất. Hay bởi vì nhạc, vì lúc xem vừa đúng tuổi mới lớn thích những gì nổi loạn ở Fast 5. Ncl kỷ niệm vẫn là thứ gì đó khó tả. Các phần sau hay nhưng thật sự là k bằng các phần trước",negative
1870,Có phim còn ảo hơn là The Flash mình không hiểu sao con Iris trong the flash lại được nân tầm lên cỡ siêu anh hùng. Xem đến phần 3 là mình không xem nổi vì phim thay vì tập trung vào the flash lại tập trung vào vợ của The Flash,negative
1871,Công thức y hệt marvel. Nhân vật nào chưa đc xác nhận đã chết thì có thể sẽ trở lại bất kỳ lúc nào ở các phim tiếp theo. Cuối fast X thấy gissel lái tàu ngầm ngoi lên mà tôi ko mấy bất ngờ cho lắm.,neutral
1872,Sao ko có hobbs and shaw vậy??,neutral
1874,Bọn tôi nhớ Pau,neutral
1876,hết phần 7 là đẹp rồi mà anh Vin dầu nhớt thích vắt sữa nên mấy phần sau mất chất,negative
1878,Hong mấy mình làm tất tần tật về Gotham được không?😢,neutral
1879,Phần 11 có khi nào thanh niên trong phần 3 xuất hiện k,neutral
1881,"thêm tất tần tật về Mission Impossible luôn đi Phêpha, film sắp chiếu P7 rồi :))",neutral
1882,1 phần mới ra kiểu : - TẤT TẦN TẬT =)))) vắt sữa nhiều như cách phim làm vậy. Thấy Tất tần tật suốt từ F9 Fast H&amp,negative
1885,"Barry movie như cc , barry series hay hơn nhiều",negative
1886,đồ họa còn vải hơn cả thor love,negative
1887,Kịch bản và Combat đẹp đỉnh. Nhưng hơi bị ố dề nên 6/10 là con số theo ý kiến mình.,neutral
1888,"lướt cmt 1 lúc nhận ra mấy thằng chê phim cơ bản là chỉ thích hiệu ứng đánh đấm, còn chê lây sang cả cốt truyện, so với Loki có thể không bằng nhưng bảo dở thì đcm chắc trước học văn cảm nhận chép bài qua môn",negative
1889,Thích nhất câu nói của người dơi 😓,neutral
1891,Xem phim hoạt hình về phần này hay hơn nhiều. Nội dung logic và ly kỳ hơn,neutral
1892,phim chán òm,negative
1894,Má cái điệu nhảy của flash..... hỏng mông hết,negative
1897,Mnguoi thấy sao chứ mình vẫn thích Barry Allen phiên bản Tv series năm 2014 hơn. Các mùa sau thì lung tung quá nhưng mà tạo hình với cốt truyện vẫn có gì đấy sâu hơn,neutral
1899,Mình thấy phim này nội dung hơi dở,negative
1900,"phim ok đánh giá 6/10, kết truyện thì ngay từ trailer đã biết ntn rùi, hơi buồn vì batman không có một bộ phim riêng",neutral
1901,Sao Flash trẻ chết mà flash già vẫn sống ta,neutral
1902,Quá hay. Mở ra 1 tương lai rộng lớn cho DC,positive
1904,Batman trẻ đâu rồi mà sao cuối phim vẫn là bat già thế,neutral
1905,Chưa tùng đánh giá cao phim của DC!,negative
1906,supergirl xinh vãi,positive
1908,Tại sao càng ngày càng lạm dụng CGI và CGI càng xấu vậy ??? Giờ xem kỹ xảo những phim siêu anh hùng 2023 còn tệ và siêu giả gấp tỷ lần những phim năm 2000.,negative
1911,Giải thích The Boogeyman đi pls 🙏🙏🙏,neutral
1912,"cá nhân mình ko thích bộ phim này lắm, CGI giở tệ, nhiều cảnh chắp vá, dài lê thê, nhất là cái dáng chạy của flash ko mê nổi, còn mang cái kiểu lgbt vào nhân vật nữa, chắc tại xem series  quen với nv flash bên đó rồi,",negative
1913,"Công nhận The Flash của Erza trên màn ảnh lớn diễn rất đạt.... Nhưng mình khá thất vọng với tư cách là 1 Fan của nhân vật TF. Nếu phải so sánh.... Mình vẫn thích The Flash bản gốc (bản TV series) hơn ở tất cả khía cạnh....  Mình đánh giá cá nhân cho TF2023 là 5.5-6 điểm và mình nghĩ chắc những người đã từng xem hết TF(TV Series) sẽ đồng quan điểm với mình...và có thể họ sẽ còn cho điểm bản này còn thấp hơn nữa...haha   Nguyên nhân chủ yếu là: Vì là TV series đã làm quá xuất sắc của nhân vật TF rồi.Họ có dư thời gian để show mọi thứ:  Hy vọng-Tuyệt vọng , Hạnh Phúc - Đau khổ, Hối tiếc - Day Dứt  ,Chấp nhận và Vượt qua mọi thứ của nhân vật The Flash... Và dĩ nhiên cũng có những tập kiểu  ;vắt sữa nhân vật ; đến từ hãng trong series này...  Vd cụ thể hơn để so sánh: đoạn cảm động do Erza thể hiện khá là tốt có thể khiến bạn sẽ rươm rướm nước mắt....Nhưng nếu bạn xem bản TV series chắc chắn nó sẽ hoàn toàn lấy nước mắt của bạn....  Không phải do ai diễn tốt hay dở hơn.... Mà là 1 người  8 season, đồng hành cùng 7-8 năm 1 nhân vật.... Gần như là không còn nội dung nào để khai thác được nữa...Nên có thể nói là  ;linh hồn ; của nhân vật Flash  Người còn lại là để  ;vắt sữa ; tiếp nhân vật The Flash trên màn ảnh lớn vỏn vẹn 2-3 tiếng mỗi lần xem. Nên khá là chênh lệch...  Và chưa có gì MỚI và TỐT HƠN so với bản TV Series.  Nhưng nếu có phim tiếp tục về nhân vật này dù chỉ là  ;vắt sữa ;  thì coi giải trí cũng ổn... Trừ khi có gì mới về mặt nội dung chứ rất khó để đưa ra số điểm quá 6 cho các phim The Flash tiếp theo...",negative
1914,"xem phim hơi chán, ko đọng gì nhiều ălms",negative
1915,"sao k để  kịch bản giống của CW: Reverse flash giết mẹ Barry, mà mẹ  Barry chết vì lon cà chua thấy xàm vcl",negative
1916,Bây giờ phim ko còn chấm điểm nữa ạ?,neutral
1917,"Thế mới biết thể loại sah nhắc đến thì chỉ có marvel sau 1 loạt nhg phim bom tấn mà nhiều bọn đú đc :) , xem review chê phim của vn toàn 1 lũ lấy phần hình ảnh chê lên chê xuống phim mà thực sự còn chg bt có qtam đến nd ko, tiếc cho The Flash",negative
1920,"Xem phim thấy ức chế vkl. Nếu Flash mất năng lực thì ko nói, đây có lại năng lực rồi thì sao ko chạy đi gọi hội tới cứu 😃😃😃",negative
1922,Barry(còn mẹ) là khởi đầu và kết thúc của tuyến phim mà mọi chuyện bắt nguồn từ Barry(mất mẹ) nên ko hiểu cái logic ở đây lắm😢,neutral
1923,"Ko đánh giá cao cảnh hành động lắm, supergirl diễn bị sượng quá, cảnh đánh nhau của Batman Michael Keaton thì ko mượt lắm chắc do tuổi(maybe:)) ) Cốt truyện thì ổn, đoạn đầu ko hay lắm, xây dựng câu chuyện để đẩy Barry về quá khứ hơi gượng ép, đẩy nhanh để đi vào vào mạch chính của phim😢",negative
1924,Nhưng cái cách chạy thì.....,negative
1925,"Thực ra đó là 2 diễn viên khác nhau 1 diễn viên đóng thê có gương mặt giống erza , họ quay xong edit lại gương mặt cho giống , phê phim có thể google behind the screen để biết thêm , chứ ko phải 1 người đóng 2 vai",neutral
1926,Phim này điểm sáng duy nhất là nam chính mà chớ trêu thay nam chính cũng là yếu tố làm film trở thành bom xịt,negative
1930,Cgi trông lởm hơn cả she hulk,negative
1932,"Hay, đáng xem, cgi không tốt nhưng tôi thích cốt truyện, diễn xuất của Ezra Miller,",negative
1933,"Vãi cả thách thức trên chặng đường kiếm tiền hoặc mất trắng, thế chắc chỉ Tây Du Ký mới kiếm được tiền",neutral
1934,thấy nhiều bạn có vẻ cố tình bỏ qua hoặc có mắt thẩm mĩ tệ hơn mắt người ấy nhỉ mà vẫn bảo CGI phim k tệ =))) nó ko những k tệ mà là tệ đ thể chịu nổi luôn 2023 rồi mà qả CGI thế này mà khán giả vẫn có thể chấp nhận và bỏ qua được thì cũng khó để DC phát triển thật =)) GL,negative
1935,"Mình xin phép viết bình luận này từ một người là fan và đọc truyện của DC lâu năm. Thật sự mình cực kỳ không thích cách xây dựng nhân vật the flash của DCEU. Nhân vật này có sự pha trộn từ 2 phiên bản the flash là Barry Allen và Wally West, từ cách xây dựng mình đoán họ lấy định hướng tính cách của Wally West trong loạt JL the animated series được nhiều người thích còn bối cảnh nhân vật lại nhồi của Barry Allen bởi có sự đồng cảm cao. Điều này gây ra một mâu thuẫn sâu sắc bởi nếu đọc truyện kỹ ta sẽ thẩy quá khứ tồi tệ khiến Barry Allen là một nhân vật khá trưởng thành nhưng có hơi hướng tích cực và là biểu tương hy vọng như superman nhưng cực kỳ thông minh và lạc quan, đầy trách nhiệm không phải một thằng nerd như trong phim như hồi đầu của Wally West khi mới làm kid flash bồng bột. Coi phim mình chả thấy tí động lực nào khiến cho Barry thành the flash và chả thấy yếu tố mà mình thích nhất của nhân vật này là tinh thần trách nhiệm và sự lạc quan. Coi phim là một trải nghiệm tệ hại cho fan lâu năm của DC thật sự họ biến tấu và nhồi nhét quá nhiều cho một tác phẩm vốn đã hoàn mỹ trong tim mình là phim hoạt hình Justice League: The Flashpoint Paradox mình đã chảy nước mắt khi thấy trường đoạn Barry chạy về ngăn chính mình cứu mẹ. Thật sự quá nhiều thứ mình thất vọng về DCEU khi càng ngày họ càng phá hủy hình tượng các nhân vật kinh điển trong tim của fan, những nhân vật này vĩ đại đến nỗi fan phải tôn họ là thần bởi nó đúng là một hình mẫu cho người ta noi theo chứ không nhiều drama và đời thường như những nhân vật của Marvel. Họ sai ngay từ cái tầm nhìn xây dựng nhân vật đã mang lại cho họ thành công nhiều năm hơn marvel, những siêu anh hùng thật sự vĩ đại từ sức mạnh đến nhân cách chứ không tầm thường như cách họ đã mang lên phim. Thật sự thất vọng.",negative
1936,"Phim xem cuốn vc,combat cuối hơi hụt còn lại thì tuyệt",negative
1937,Đối với mình phim thực sự ổn về mọi mặt duy chỉ có 1 số hình ảnh CGI trong phim trông giả nhưng vẫn ổn áp khi đặt chung vào toàn cảnh bộ phim với mình,neutral
1938,"Phim hay mà, mn nên đi xem ở ngoài rạp. CGI ở mức oke chứ ko xuất sắc",negative
1939,Tui thấy supper girl kara xinh là thích rồi 😂,positive
1940,"Mình hy vọng DCU mới sẽ hướng đến đội young justice làm trung tâm vì những nhân vật này rất phù hợp cho 1 vũ trụ mới: những cái tên mới, câu chuyện mới. Vừa ko bị so sánh với đội JL cũ, vừa tạo nên sự mới mẻ mà ko kém phần hấp dẫn. Những Superman hay batman sẽ đóng vai trò mentor, hướng dẫn cho thế hệ trẻ  thì cũng hợp lý.",positive
1941,"với người ít khi ra rạp, toàn xem mấy phim siêu nhân của toei như mình thì phim này làm rất tốt rồi",positive
1942,Phim hay đánh nhau nhiều phê ạ  Siêu  hài nữa  chấm 10 điểm,positive
1943,"Vs 1 dự án lớn thế này thì t thấy phần kĩ xảo chấp nhận đc khi kinh phí chỉ 200tr$, cá nhân thì t vẫn cực ưng, kèm thêm những pha hành động vừa đủ hay, nội dung đỉnh, diễn xuất khỏi bàn. Phân cảnh nhìn không thật t thấy hoàn toàn là cố tình như vậy ( có thể do k đủ kinh phí nhưng nó ko phải lỗi)  Ngược lại black adam the rock diễn dở tệ, từ đầu đến cuối nội dung đơn giản dễ đoán, chỉ có đánh đấm, chắc có mình tôi là thấy nó …",positive
1944,"Cái gì hay thì phải công nhận thôi. Dù Ezra Miller có vấn đề về nhân cách ngoài đời, nhưng diễn xuất của anh ta thì thực sự chẳng chê được chút nào, thêm nữa độ chill và giải trí thuần trong The Flash lần này xứng đáng đồng tiền bát gạo hẳn !",positive
1945,Phim hay giờ cần 1 phản diện đỉnh mới dc,neutral
1946,Phim hay nha,positive
1947,"Phim hay, cảm động. Mong DC ra các phần tiếp theo. Vẫn thắc mắc là jay garrick lúc cuối phim có phải là từ tv series k, nếu phải thì tuyệt vời.",positive
1948,"vừa xem lúc sáng nay, đang bình luận khi cảm xúc còn nóng hổi. Phim không thể nói là tệ được, có câu chuyện rõ ràng, chủ đề dễ hiểu, hành động cũng căng đét, âm thanh nghe cũng sướng (chắc cgv mở loa to quá), xem rất ổn cho đến khi vào đoạn các vũ trụ bụp vào nhau, xem chả khác gì lúc chơi đồ, nói thật. Vẫn hơi mắc mắc ở đoạn cuối cùng của phim  lúc gặp batman, ai có thể giải thích cho mình không?",neutral
1949,"đây là phim sah đáng xem nhất 2023. thật sự, trước khi xem, mình không hy vọng gì vào phim này :))) và cả The Flash, kiểu trong Justice League nhân vật của ổng được xây dựng không hấp dẫn lắm... nhưng xem rồi mới thấy, cái thuyết đa vũ trụ của phim này được làm rất logic, xem cực dễ hiểu, kể cả cho người không hiểu và chưa hề biết về thuyết đa vũ trụ trước đó. quá trình phát triển nhân vật kiểu rất là mượt, rất chi là hợp lí. 100 điểm được tặng vé nên mình đi xem thử, và mình thầm cám ơn ai đó đã dựa mình để mình quyết định đi xem phim này :)))) đỉnh voãi luôn mấy keo.",positive
1950,Có lẽ đây lần cuối mình coi phê phim sau gần 6 năm theo dõi các bạn quá hàn lâm. Nội dung thì ko còn mang cảm giác trung lập mà giống chê phim soi phim. Các bạn nói những thứ các bạn muốn như một nhà phê bình điện ảnh chứ ko còn nói thứ mình muốn nghe. Mình muốn một kênh tích cực có khen có năng lượng hơn.,negative
1951,"Phim này thực sự đáng được trân trọng hơn. Cốt truyện đủ hay và có chiều sâu, giải trí đủ và đúng lúc, CGI không hề tệ như mọi người nói, đáng bỏ tiền ra xem.",positive
1952,phê phim đã bị anh ngọc block,neutral
1953,Nhiều comment seeder dữ thần 😂😂😂,neutral
1954,rất thích the flash nhưng không thích ông Ezra từ phần 1. càng không thích khi vướng quá nhiều drama tâm lý,neutral
1955,"Phim The Flash đúng là siêu phẩm....tiếc là mình chưa xem, mà cũng sẽ ko đi xem . Xem review phim lậu rồi. Hên ghê Đợi Nhiệm Vụ Bất Khả Thi ra rồi xem",neutral
1956,Cái đầu Flash nhìn cứ mất cân đối với thân sao ấy Với dáng chạy ối dồi ôi😂,negative
1957,Batman cương với ông già trông tếu :v,neutral
1958,tiếc là không có Grant Gustin :v,neutral
1959,"Bạn nữ đóng vai SuperGirl nhìn hợp ghê, giống như sinh ra dành cho vai này vậy!",negative
1960,"Coi The Flash TV series là hay nhất, dòm thanh niên này đóng không hay.",negative
1961,1 trong số ít những phim SAH hay sau endgame,positive
1963,Batman ngầu dã man luôn,positive
1964,"ơ, lần này phephim ko chếm điểm cho phim à",neutral
1965,cái bóng của Men of Steel quá lớn.,neutral
1966,Tui còn tưởng đó là hình ảnh mặc định trong speed force =)))))) ai ngờ do độ lởm của CGI.,negative
1967,Cái lỗi của film là NV chính du hành như con nít 😂,negative
1968,"Xem phim tui chỉ chê 3 yêu tố 1: kĩ xảo mang thiên hướng china quá màu mè ko đã mắt như Transformers: quái thú trỗi dậy và vệ binh giải ngân hà 3 được chiếu gần đây nhất của MCU và nhất là phần cuối phim kiểu như là bị nhồi nhét vào thùng rác vậy face ko thể chịu nổi 😅. 2: là nhân vật sịp đỏ girl đẹp như vậy mà lúc xuất hiện ko được khai thác quá nhiều đây là nhân vật trẻ rất có tiềm năng để ra phim riêng. 3: đặc biệt nhất là Batman nhân vật tui thích nhất trong DC, ok là pha hành động của BT rất mãn nhãn nhưng như sịp đỏ girl phần cốt truyện khai thác quá mờ nhạt chốt lại là phim này bị thất bại tui nghĩ ko hoàn toàn là do vụ bê bối của diễn viên chính đâu bởi chỉ cần là dân chuyên xem phim kĩ xảo như tui chỉ cần xem 1 lần là biết ngay phim thất bại ở điểm gì 😊",negative
1969,Dở là dở,negative
1972,Công nhận xem Batman Keaton xem đã thật sự từ bộ suit đến combat kiểu đúng chất Batman luôn tiếc là ko có ông Bale đóng cùng,positive
1973,Thêm tiền vào cgi thì đỉnh rồi. Nhưng chắc xài hết vào tiền xử lí truyền thông cho nam dvien chính :)),negative
1974,"Cảm ơn Phê Phim đã cho the flash nhiều lời có cánh, đối với một người xem trung lập thì mình thấy the flash có nội dung hoàn hảo đến bất ngờ cho 1 phim sah. Mong mọi người hãy tự đích thân ra rạp để trải nghiệm chứ đừng xem review trên fb nhiều quá. Có những người mang danh là fan DC tỏ vẻ cao siêu nhưng mà lại chùi vập một sản phẩm của DC, còn thêm những thành phần fan M cũng chê bai rồi nói như thể đây là 1 bộ phim cực kỳ tệ.",positive
1975,Hay nhưng chê 😢,neutral
1976,Đọc bình luận mới thấy dân việt coi phim rác của việt nam quen rồi nên giờ dù phim nước ngoài có rác rưởi cỡ nào cũng khen hay được 😂😂😂😂. Tiêu chuẩn bản thân thấp thế mà.,negative
1977,hay,positive
1978,Super girl nhìn là cuốn,positive
1979,DC comeback ❤,positive
1980,thích Grant Gustin hơn trong serri TV,neutral
1981,flash &lt; guardian,negative
1982,Phê phim làm về The Banker(2020) đi,neutral
